image_name,image_path,class,fold
keeshond_119,./data/resized_images/trainval/keeshond_119.jpg,19.0,trainval
keeshond_12,./data/resized_images/trainval/keeshond_12.jpg,19.0,trainval
keeshond_120,./data/resized_images/trainval/keeshond_120.jpg,19.0,trainval
keeshond_121,./data/resized_images/trainval/keeshond_121.jpg,19.0,trainval
keeshond_122,./data/resized_images/trainval/keeshond_122.jpg,19.0,trainval
keeshond_123,./data/resized_images/trainval/keeshond_123.jpg,19.0,trainval
keeshond_124,./data/resized_images/trainval/keeshond_124.jpg,19.0,trainval
keeshond_125,./data/resized_images/trainval/keeshond_125.jpg,19.0,trainval
keeshond_126,./data/resized_images/trainval/keeshond_126.jpg,19.0,trainval
keeshond_127,./data/resized_images/trainval/keeshond_127.jpg,19.0,trainval
keeshond_128,./data/resized_images/trainval/keeshond_128.jpg,19.0,trainval
keeshond_129,./data/resized_images/trainval/keeshond_129.jpg,19.0,trainval
keeshond_13,./data/resized_images/trainval/keeshond_13.jpg,19.0,trainval
keeshond_130,./data/resized_images/trainval/keeshond_130.jpg,19.0,trainval
keeshond_131,./data/resized_images/trainval/keeshond_131.jpg,19.0,trainval
keeshond_132,./data/resized_images/trainval/keeshond_132.jpg,19.0,trainval
keeshond_133,./data/resized_images/trainval/keeshond_133.jpg,19.0,trainval
keeshond_134,./data/resized_images/trainval/keeshond_134.jpg,19.0,trainval
keeshond_135,./data/resized_images/trainval/keeshond_135.jpg,19.0,trainval
keeshond_136,./data/resized_images/trainval/keeshond_136.jpg,19.0,trainval
keeshond_137,./data/resized_images/trainval/keeshond_137.jpg,19.0,trainval
keeshond_138,./data/resized_images/trainval/keeshond_138.jpg,19.0,trainval
keeshond_139,./data/resized_images/trainval/keeshond_139.jpg,19.0,trainval
keeshond_14,./data/resized_images/trainval/keeshond_14.jpg,19.0,trainval
keeshond_140,./data/resized_images/trainval/keeshond_140.jpg,19.0,trainval
keeshond_141,./data/resized_images/trainval/keeshond_141.jpg,19.0,trainval
keeshond_142,./data/resized_images/trainval/keeshond_142.jpg,19.0,trainval
keeshond_143,./data/resized_images/trainval/keeshond_143.jpg,19.0,trainval
keeshond_144,./data/resized_images/trainval/keeshond_144.jpg,19.0,trainval
keeshond_145,./data/resized_images/trainval/keeshond_145.jpg,19.0,trainval
keeshond_146,./data/resized_images/trainval/keeshond_146.jpg,19.0,trainval
keeshond_147,./data/resized_images/trainval/keeshond_147.jpg,19.0,trainval
keeshond_148,./data/resized_images/trainval/keeshond_148.jpg,19.0,trainval
keeshond_149,./data/resized_images/trainval/keeshond_149.jpg,19.0,trainval
keeshond_15,./data/resized_images/trainval/keeshond_15.jpg,19.0,trainval
keeshond_150,./data/resized_images/trainval/keeshond_150.jpg,19.0,trainval
keeshond_151,./data/resized_images/trainval/keeshond_151.jpg,19.0,trainval
keeshond_152,./data/resized_images/trainval/keeshond_152.jpg,19.0,trainval
keeshond_153,./data/resized_images/trainval/keeshond_153.jpg,19.0,trainval
keeshond_154,./data/resized_images/trainval/keeshond_154.jpg,19.0,trainval
keeshond_155,./data/resized_images/trainval/keeshond_155.jpg,19.0,trainval
keeshond_156,./data/resized_images/trainval/keeshond_156.jpg,19.0,trainval
keeshond_157,./data/resized_images/trainval/keeshond_157.jpg,19.0,trainval
keeshond_158,./data/resized_images/trainval/keeshond_158.jpg,19.0,trainval
keeshond_159,./data/resized_images/trainval/keeshond_159.jpg,19.0,trainval
keeshond_16,./data/resized_images/trainval/keeshond_16.jpg,19.0,trainval
keeshond_160,./data/resized_images/trainval/keeshond_160.jpg,19.0,trainval
keeshond_161,./data/resized_images/trainval/keeshond_161.jpg,19.0,trainval
keeshond_162,./data/resized_images/trainval/keeshond_162.jpg,19.0,trainval
keeshond_163,./data/resized_images/trainval/keeshond_163.jpg,19.0,trainval
keeshond_164,./data/resized_images/trainval/keeshond_164.jpg,19.0,trainval
keeshond_165,./data/resized_images/trainval/keeshond_165.jpg,19.0,trainval
keeshond_166,./data/resized_images/trainval/keeshond_166.jpg,19.0,trainval
keeshond_167,./data/resized_images/trainval/keeshond_167.jpg,19.0,trainval
keeshond_168,./data/resized_images/trainval/keeshond_168.jpg,19.0,trainval
keeshond_169,./data/resized_images/trainval/keeshond_169.jpg,19.0,trainval
keeshond_17,./data/resized_images/trainval/keeshond_17.jpg,19.0,trainval
keeshond_170,./data/resized_images/trainval/keeshond_170.jpg,19.0,trainval
keeshond_171,./data/resized_images/trainval/keeshond_171.jpg,19.0,trainval
keeshond_172,./data/resized_images/trainval/keeshond_172.jpg,19.0,trainval
keeshond_173,./data/resized_images/trainval/keeshond_173.jpg,19.0,trainval
keeshond_174,./data/resized_images/trainval/keeshond_174.jpg,19.0,trainval
keeshond_175,./data/resized_images/trainval/keeshond_175.jpg,19.0,trainval
keeshond_176,./data/resized_images/trainval/keeshond_176.jpg,19.0,trainval
keeshond_177,./data/resized_images/trainval/keeshond_177.jpg,19.0,trainval
keeshond_178,./data/resized_images/trainval/keeshond_178.jpg,19.0,trainval
keeshond_179,./data/resized_images/trainval/keeshond_179.jpg,19.0,trainval
keeshond_18,./data/resized_images/trainval/keeshond_18.jpg,19.0,trainval
keeshond_180,./data/resized_images/trainval/keeshond_180.jpg,19.0,trainval
keeshond_181,./data/resized_images/trainval/keeshond_181.jpg,19.0,trainval
keeshond_182,./data/resized_images/trainval/keeshond_182.jpg,19.0,trainval
keeshond_183,./data/resized_images/trainval/keeshond_183.jpg,19.0,trainval
keeshond_184,./data/resized_images/trainval/keeshond_184.jpg,19.0,trainval
keeshond_185,./data/resized_images/trainval/keeshond_185.jpg,19.0,trainval
keeshond_186,./data/resized_images/trainval/keeshond_186.jpg,19.0,trainval
keeshond_187,./data/resized_images/trainval/keeshond_187.jpg,19.0,trainval
keeshond_188,./data/resized_images/trainval/keeshond_188.jpg,19.0,trainval
keeshond_189,./data/resized_images/trainval/keeshond_189.jpg,19.0,trainval
keeshond_190,./data/resized_images/trainval/keeshond_190.jpg,19.0,trainval
leonberger_10,./data/resized_images/trainval/leonberger_10.jpg,20.0,trainval
leonberger_100,./data/resized_images/trainval/leonberger_100.jpg,20.0,trainval
leonberger_101,./data/resized_images/trainval/leonberger_101.jpg,20.0,trainval
leonberger_102,./data/resized_images/trainval/leonberger_102.jpg,20.0,trainval
leonberger_103,./data/resized_images/trainval/leonberger_103.jpg,20.0,trainval
leonberger_104,./data/resized_images/trainval/leonberger_104.jpg,20.0,trainval
leonberger_105,./data/resized_images/trainval/leonberger_105.jpg,20.0,trainval
leonberger_106,./data/resized_images/trainval/leonberger_106.jpg,20.0,trainval
leonberger_107,./data/resized_images/trainval/leonberger_107.jpg,20.0,trainval
leonberger_108,./data/resized_images/trainval/leonberger_108.jpg,20.0,trainval
leonberger_109,./data/resized_images/trainval/leonberger_109.jpg,20.0,trainval
leonberger_11,./data/resized_images/trainval/leonberger_11.jpg,20.0,trainval
leonberger_110,./data/resized_images/trainval/leonberger_110.jpg,20.0,trainval
leonberger_111,./data/resized_images/trainval/leonberger_111.jpg,20.0,trainval
leonberger_112,./data/resized_images/trainval/leonberger_112.jpg,20.0,trainval
leonberger_113,./data/resized_images/trainval/leonberger_113.jpg,20.0,trainval
leonberger_114,./data/resized_images/trainval/leonberger_114.jpg,20.0,trainval
leonberger_115,./data/resized_images/trainval/leonberger_115.jpg,20.0,trainval
leonberger_116,./data/resized_images/trainval/leonberger_116.jpg,20.0,trainval
leonberger_117,./data/resized_images/trainval/leonberger_117.jpg,20.0,trainval
leonberger_118,./data/resized_images/trainval/leonberger_118.jpg,20.0,trainval
leonberger_119,./data/resized_images/trainval/leonberger_119.jpg,20.0,trainval
leonberger_12,./data/resized_images/trainval/leonberger_12.jpg,20.0,trainval
leonberger_120,./data/resized_images/trainval/leonberger_120.jpg,20.0,trainval
leonberger_121,./data/resized_images/trainval/leonberger_121.jpg,20.0,trainval
leonberger_122,./data/resized_images/trainval/leonberger_122.jpg,20.0,trainval
leonberger_123,./data/resized_images/trainval/leonberger_123.jpg,20.0,trainval
leonberger_124,./data/resized_images/trainval/leonberger_124.jpg,20.0,trainval
leonberger_125,./data/resized_images/trainval/leonberger_125.jpg,20.0,trainval
leonberger_126,./data/resized_images/trainval/leonberger_126.jpg,20.0,trainval
leonberger_127,./data/resized_images/trainval/leonberger_127.jpg,20.0,trainval
leonberger_128,./data/resized_images/trainval/leonberger_128.jpg,20.0,trainval
leonberger_129,./data/resized_images/trainval/leonberger_129.jpg,20.0,trainval
leonberger_13,./data/resized_images/trainval/leonberger_13.jpg,20.0,trainval
leonberger_130,./data/resized_images/trainval/leonberger_130.jpg,20.0,trainval
leonberger_131,./data/resized_images/trainval/leonberger_131.jpg,20.0,trainval
leonberger_132,./data/resized_images/trainval/leonberger_132.jpg,20.0,trainval
leonberger_133,./data/resized_images/trainval/leonberger_133.jpg,20.0,trainval
leonberger_134,./data/resized_images/trainval/leonberger_134.jpg,20.0,trainval
leonberger_135,./data/resized_images/trainval/leonberger_135.jpg,20.0,trainval
leonberger_136,./data/resized_images/trainval/leonberger_136.jpg,20.0,trainval
leonberger_137,./data/resized_images/trainval/leonberger_137.jpg,20.0,trainval
leonberger_138,./data/resized_images/trainval/leonberger_138.jpg,20.0,trainval
leonberger_139,./data/resized_images/trainval/leonberger_139.jpg,20.0,trainval
leonberger_14,./data/resized_images/trainval/leonberger_14.jpg,20.0,trainval
leonberger_140,./data/resized_images/trainval/leonberger_140.jpg,20.0,trainval
leonberger_141,./data/resized_images/trainval/leonberger_141.jpg,20.0,trainval
leonberger_142,./data/resized_images/trainval/leonberger_142.jpg,20.0,trainval
leonberger_143,./data/resized_images/trainval/leonberger_143.jpg,20.0,trainval
leonberger_144,./data/resized_images/trainval/leonberger_144.jpg,20.0,trainval
leonberger_145,./data/resized_images/trainval/leonberger_145.jpg,20.0,trainval
leonberger_146,./data/resized_images/trainval/leonberger_146.jpg,20.0,trainval
leonberger_147,./data/resized_images/trainval/leonberger_147.jpg,20.0,trainval
leonberger_148,./data/resized_images/trainval/leonberger_148.jpg,20.0,trainval
leonberger_149,./data/resized_images/trainval/leonberger_149.jpg,20.0,trainval
leonberger_15,./data/resized_images/trainval/leonberger_15.jpg,20.0,trainval
leonberger_150,./data/resized_images/trainval/leonberger_150.jpg,20.0,trainval
leonberger_151,./data/resized_images/trainval/leonberger_151.jpg,20.0,trainval
leonberger_152,./data/resized_images/trainval/leonberger_152.jpg,20.0,trainval
leonberger_153,./data/resized_images/trainval/leonberger_153.jpg,20.0,trainval
leonberger_154,./data/resized_images/trainval/leonberger_154.jpg,20.0,trainval
leonberger_155,./data/resized_images/trainval/leonberger_155.jpg,20.0,trainval
leonberger_156,./data/resized_images/trainval/leonberger_156.jpg,20.0,trainval
leonberger_157,./data/resized_images/trainval/leonberger_157.jpg,20.0,trainval
leonberger_158,./data/resized_images/trainval/leonberger_158.jpg,20.0,trainval
leonberger_159,./data/resized_images/trainval/leonberger_159.jpg,20.0,trainval
leonberger_16,./data/resized_images/trainval/leonberger_16.jpg,20.0,trainval
leonberger_160,./data/resized_images/trainval/leonberger_160.jpg,20.0,trainval
leonberger_161,./data/resized_images/trainval/leonberger_161.jpg,20.0,trainval
leonberger_162,./data/resized_images/trainval/leonberger_162.jpg,20.0,trainval
leonberger_163,./data/resized_images/trainval/leonberger_163.jpg,20.0,trainval
leonberger_164,./data/resized_images/trainval/leonberger_164.jpg,20.0,trainval
leonberger_165,./data/resized_images/trainval/leonberger_165.jpg,20.0,trainval
leonberger_166,./data/resized_images/trainval/leonberger_166.jpg,20.0,trainval
leonberger_167,./data/resized_images/trainval/leonberger_167.jpg,20.0,trainval
leonberger_168,./data/resized_images/trainval/leonberger_168.jpg,20.0,trainval
leonberger_169,./data/resized_images/trainval/leonberger_169.jpg,20.0,trainval
leonberger_17,./data/resized_images/trainval/leonberger_17.jpg,20.0,trainval
leonberger_170,./data/resized_images/trainval/leonberger_170.jpg,20.0,trainval
leonberger_171,./data/resized_images/trainval/leonberger_171.jpg,20.0,trainval
leonberger_172,./data/resized_images/trainval/leonberger_172.jpg,20.0,trainval
leonberger_173,./data/resized_images/trainval/leonberger_173.jpg,20.0,trainval
leonberger_174,./data/resized_images/trainval/leonberger_174.jpg,20.0,trainval
leonberger_175,./data/resized_images/trainval/leonberger_175.jpg,20.0,trainval
leonberger_176,./data/resized_images/trainval/leonberger_176.jpg,20.0,trainval
leonberger_177,./data/resized_images/trainval/leonberger_177.jpg,20.0,trainval
leonberger_178,./data/resized_images/trainval/leonberger_178.jpg,20.0,trainval
leonberger_179,./data/resized_images/trainval/leonberger_179.jpg,20.0,trainval
leonberger_18,./data/resized_images/trainval/leonberger_18.jpg,20.0,trainval
leonberger_180,./data/resized_images/trainval/leonberger_180.jpg,20.0,trainval
leonberger_181,./data/resized_images/trainval/leonberger_181.jpg,20.0,trainval
leonberger_182,./data/resized_images/trainval/leonberger_182.jpg,20.0,trainval
leonberger_183,./data/resized_images/trainval/leonberger_183.jpg,20.0,trainval
leonberger_184,./data/resized_images/trainval/leonberger_184.jpg,20.0,trainval
leonberger_185,./data/resized_images/trainval/leonberger_185.jpg,20.0,trainval
leonberger_186,./data/resized_images/trainval/leonberger_186.jpg,20.0,trainval
leonberger_187,./data/resized_images/trainval/leonberger_187.jpg,20.0,trainval
leonberger_188,./data/resized_images/trainval/leonberger_188.jpg,20.0,trainval
leonberger_189,./data/resized_images/trainval/leonberger_189.jpg,20.0,trainval
leonberger_190,./data/resized_images/trainval/leonberger_190.jpg,20.0,trainval
Maine_Coon_1,./data/resized_images/trainval/Maine_Coon_1.jpg,21.0,trainval
Maine_Coon_10,./data/resized_images/trainval/Maine_Coon_10.jpg,21.0,trainval
Maine_Coon_100,./data/resized_images/trainval/Maine_Coon_100.jpg,21.0,trainval
Maine_Coon_101,./data/resized_images/trainval/Maine_Coon_101.jpg,21.0,trainval
Maine_Coon_102,./data/resized_images/trainval/Maine_Coon_102.jpg,21.0,trainval
Maine_Coon_103,./data/resized_images/trainval/Maine_Coon_103.jpg,21.0,trainval
Maine_Coon_104,./data/resized_images/trainval/Maine_Coon_104.jpg,21.0,trainval
Maine_Coon_105,./data/resized_images/trainval/Maine_Coon_105.jpg,21.0,trainval
Maine_Coon_106,./data/resized_images/trainval/Maine_Coon_106.jpg,21.0,trainval
Maine_Coon_107,./data/resized_images/trainval/Maine_Coon_107.jpg,21.0,trainval
Maine_Coon_108,./data/resized_images/trainval/Maine_Coon_108.jpg,21.0,trainval
Maine_Coon_109,./data/resized_images/trainval/Maine_Coon_109.jpg,21.0,trainval
Maine_Coon_110,./data/resized_images/trainval/Maine_Coon_110.jpg,21.0,trainval
Maine_Coon_111,./data/resized_images/trainval/Maine_Coon_111.jpg,21.0,trainval
Maine_Coon_112,./data/resized_images/trainval/Maine_Coon_112.jpg,21.0,trainval
Maine_Coon_115,./data/resized_images/trainval/Maine_Coon_115.jpg,21.0,trainval
Maine_Coon_116,./data/resized_images/trainval/Maine_Coon_116.jpg,21.0,trainval
Maine_Coon_117,./data/resized_images/trainval/Maine_Coon_117.jpg,21.0,trainval
Maine_Coon_119,./data/resized_images/trainval/Maine_Coon_119.jpg,21.0,trainval
Maine_Coon_121,./data/resized_images/trainval/Maine_Coon_121.jpg,21.0,trainval
Maine_Coon_123,./data/resized_images/trainval/Maine_Coon_123.jpg,21.0,trainval
Maine_Coon_124,./data/resized_images/trainval/Maine_Coon_124.jpg,21.0,trainval
Maine_Coon_126,./data/resized_images/trainval/Maine_Coon_126.jpg,21.0,trainval
Maine_Coon_127,./data/resized_images/trainval/Maine_Coon_127.jpg,21.0,trainval
Maine_Coon_128,./data/resized_images/trainval/Maine_Coon_128.jpg,21.0,trainval
Maine_Coon_129,./data/resized_images/trainval/Maine_Coon_129.jpg,21.0,trainval
Maine_Coon_13,./data/resized_images/trainval/Maine_Coon_13.jpg,21.0,trainval
Maine_Coon_131,./data/resized_images/trainval/Maine_Coon_131.jpg,21.0,trainval
Maine_Coon_132,./data/resized_images/trainval/Maine_Coon_132.jpg,21.0,trainval
Maine_Coon_133,./data/resized_images/trainval/Maine_Coon_133.jpg,21.0,trainval
Maine_Coon_134,./data/resized_images/trainval/Maine_Coon_134.jpg,21.0,trainval
Maine_Coon_135,./data/resized_images/trainval/Maine_Coon_135.jpg,21.0,trainval
Maine_Coon_136,./data/resized_images/trainval/Maine_Coon_136.jpg,21.0,trainval
Maine_Coon_137,./data/resized_images/trainval/Maine_Coon_137.jpg,21.0,trainval
Maine_Coon_138,./data/resized_images/trainval/Maine_Coon_138.jpg,21.0,trainval
Maine_Coon_139,./data/resized_images/trainval/Maine_Coon_139.jpg,21.0,trainval
Maine_Coon_14,./data/resized_images/trainval/Maine_Coon_14.jpg,21.0,trainval
Maine_Coon_140,./data/resized_images/trainval/Maine_Coon_140.jpg,21.0,trainval
Maine_Coon_141,./data/resized_images/trainval/Maine_Coon_141.jpg,21.0,trainval
Maine_Coon_142,./data/resized_images/trainval/Maine_Coon_142.jpg,21.0,trainval
Maine_Coon_143,./data/resized_images/trainval/Maine_Coon_143.jpg,21.0,trainval
Maine_Coon_144,./data/resized_images/trainval/Maine_Coon_144.jpg,21.0,trainval
Maine_Coon_145,./data/resized_images/trainval/Maine_Coon_145.jpg,21.0,trainval
Maine_Coon_146,./data/resized_images/trainval/Maine_Coon_146.jpg,21.0,trainval
Maine_Coon_147,./data/resized_images/trainval/Maine_Coon_147.jpg,21.0,trainval
Maine_Coon_148,./data/resized_images/trainval/Maine_Coon_148.jpg,21.0,trainval
Maine_Coon_149,./data/resized_images/trainval/Maine_Coon_149.jpg,21.0,trainval
Maine_Coon_150,./data/resized_images/trainval/Maine_Coon_150.jpg,21.0,trainval
Maine_Coon_151,./data/resized_images/trainval/Maine_Coon_151.jpg,21.0,trainval
Maine_Coon_152,./data/resized_images/trainval/Maine_Coon_152.jpg,21.0,trainval
Maine_Coon_153,./data/resized_images/trainval/Maine_Coon_153.jpg,21.0,trainval
Maine_Coon_154,./data/resized_images/trainval/Maine_Coon_154.jpg,21.0,trainval
Maine_Coon_155,./data/resized_images/trainval/Maine_Coon_155.jpg,21.0,trainval
Maine_Coon_157,./data/resized_images/trainval/Maine_Coon_157.jpg,21.0,trainval
Maine_Coon_158,./data/resized_images/trainval/Maine_Coon_158.jpg,21.0,trainval
Maine_Coon_159,./data/resized_images/trainval/Maine_Coon_159.jpg,21.0,trainval
Maine_Coon_16,./data/resized_images/trainval/Maine_Coon_16.jpg,21.0,trainval
Maine_Coon_160,./data/resized_images/trainval/Maine_Coon_160.jpg,21.0,trainval
Maine_Coon_161,./data/resized_images/trainval/Maine_Coon_161.jpg,21.0,trainval
Maine_Coon_162,./data/resized_images/trainval/Maine_Coon_162.jpg,21.0,trainval
Maine_Coon_163,./data/resized_images/trainval/Maine_Coon_163.jpg,21.0,trainval
Maine_Coon_164,./data/resized_images/trainval/Maine_Coon_164.jpg,21.0,trainval
Maine_Coon_167,./data/resized_images/trainval/Maine_Coon_167.jpg,21.0,trainval
Maine_Coon_168,./data/resized_images/trainval/Maine_Coon_168.jpg,21.0,trainval
Maine_Coon_169,./data/resized_images/trainval/Maine_Coon_169.jpg,21.0,trainval
Maine_Coon_17,./data/resized_images/trainval/Maine_Coon_17.jpg,21.0,trainval
Maine_Coon_170,./data/resized_images/trainval/Maine_Coon_170.jpg,21.0,trainval
Maine_Coon_171,./data/resized_images/trainval/Maine_Coon_171.jpg,21.0,trainval
Maine_Coon_173,./data/resized_images/trainval/Maine_Coon_173.jpg,21.0,trainval
Maine_Coon_174,./data/resized_images/trainval/Maine_Coon_174.jpg,21.0,trainval
Maine_Coon_175,./data/resized_images/trainval/Maine_Coon_175.jpg,21.0,trainval
Maine_Coon_176,./data/resized_images/trainval/Maine_Coon_176.jpg,21.0,trainval
Maine_Coon_18,./data/resized_images/trainval/Maine_Coon_18.jpg,21.0,trainval
Maine_Coon_180,./data/resized_images/trainval/Maine_Coon_180.jpg,21.0,trainval
Maine_Coon_182,./data/resized_images/trainval/Maine_Coon_182.jpg,21.0,trainval
Maine_Coon_184,./data/resized_images/trainval/Maine_Coon_184.jpg,21.0,trainval
Maine_Coon_186,./data/resized_images/trainval/Maine_Coon_186.jpg,21.0,trainval
Maine_Coon_187,./data/resized_images/trainval/Maine_Coon_187.jpg,21.0,trainval
Maine_Coon_189,./data/resized_images/trainval/Maine_Coon_189.jpg,21.0,trainval
Maine_Coon_19,./data/resized_images/trainval/Maine_Coon_19.jpg,21.0,trainval
Maine_Coon_191,./data/resized_images/trainval/Maine_Coon_191.jpg,21.0,trainval
Maine_Coon_192,./data/resized_images/trainval/Maine_Coon_192.jpg,21.0,trainval
Maine_Coon_193,./data/resized_images/trainval/Maine_Coon_193.jpg,21.0,trainval
Maine_Coon_194,./data/resized_images/trainval/Maine_Coon_194.jpg,21.0,trainval
Maine_Coon_195,./data/resized_images/trainval/Maine_Coon_195.jpg,21.0,trainval
Maine_Coon_196,./data/resized_images/trainval/Maine_Coon_196.jpg,21.0,trainval
Maine_Coon_197,./data/resized_images/trainval/Maine_Coon_197.jpg,21.0,trainval
Maine_Coon_201,./data/resized_images/trainval/Maine_Coon_201.jpg,21.0,trainval
Maine_Coon_203,./data/resized_images/trainval/Maine_Coon_203.jpg,21.0,trainval
Maine_Coon_204,./data/resized_images/trainval/Maine_Coon_204.jpg,21.0,trainval
Maine_Coon_205,./data/resized_images/trainval/Maine_Coon_205.jpg,21.0,trainval
Maine_Coon_206,./data/resized_images/trainval/Maine_Coon_206.jpg,21.0,trainval
Maine_Coon_207,./data/resized_images/trainval/Maine_Coon_207.jpg,21.0,trainval
Maine_Coon_208,./data/resized_images/trainval/Maine_Coon_208.jpg,21.0,trainval
Maine_Coon_210,./data/resized_images/trainval/Maine_Coon_210.jpg,21.0,trainval
Maine_Coon_211,./data/resized_images/trainval/Maine_Coon_211.jpg,21.0,trainval
Maine_Coon_213,./data/resized_images/trainval/Maine_Coon_213.jpg,21.0,trainval
Maine_Coon_214,./data/resized_images/trainval/Maine_Coon_214.jpg,21.0,trainval
Maine_Coon_217,./data/resized_images/trainval/Maine_Coon_217.jpg,21.0,trainval
Maine_Coon_219,./data/resized_images/trainval/Maine_Coon_219.jpg,21.0,trainval
miniature_pinscher_10,./data/resized_images/trainval/miniature_pinscher_10.jpg,22.0,trainval
miniature_pinscher_100,./data/resized_images/trainval/miniature_pinscher_100.jpg,22.0,trainval
miniature_pinscher_101,./data/resized_images/trainval/miniature_pinscher_101.jpg,22.0,trainval
miniature_pinscher_102,./data/resized_images/trainval/miniature_pinscher_102.jpg,22.0,trainval
miniature_pinscher_103,./data/resized_images/trainval/miniature_pinscher_103.jpg,22.0,trainval
miniature_pinscher_104,./data/resized_images/trainval/miniature_pinscher_104.jpg,22.0,trainval
miniature_pinscher_105,./data/resized_images/trainval/miniature_pinscher_105.jpg,22.0,trainval
miniature_pinscher_106,./data/resized_images/trainval/miniature_pinscher_106.jpg,22.0,trainval
miniature_pinscher_107,./data/resized_images/trainval/miniature_pinscher_107.jpg,22.0,trainval
miniature_pinscher_108,./data/resized_images/trainval/miniature_pinscher_108.jpg,22.0,trainval
miniature_pinscher_109,./data/resized_images/trainval/miniature_pinscher_109.jpg,22.0,trainval
miniature_pinscher_11,./data/resized_images/trainval/miniature_pinscher_11.jpg,22.0,trainval
miniature_pinscher_110,./data/resized_images/trainval/miniature_pinscher_110.jpg,22.0,trainval
miniature_pinscher_111,./data/resized_images/trainval/miniature_pinscher_111.jpg,22.0,trainval
miniature_pinscher_112,./data/resized_images/trainval/miniature_pinscher_112.jpg,22.0,trainval
miniature_pinscher_113,./data/resized_images/trainval/miniature_pinscher_113.jpg,22.0,trainval
miniature_pinscher_114,./data/resized_images/trainval/miniature_pinscher_114.jpg,22.0,trainval
miniature_pinscher_115,./data/resized_images/trainval/miniature_pinscher_115.jpg,22.0,trainval
miniature_pinscher_116,./data/resized_images/trainval/miniature_pinscher_116.jpg,22.0,trainval
miniature_pinscher_117,./data/resized_images/trainval/miniature_pinscher_117.jpg,22.0,trainval
miniature_pinscher_118,./data/resized_images/trainval/miniature_pinscher_118.jpg,22.0,trainval
miniature_pinscher_119,./data/resized_images/trainval/miniature_pinscher_119.jpg,22.0,trainval
miniature_pinscher_12,./data/resized_images/trainval/miniature_pinscher_12.jpg,22.0,trainval
miniature_pinscher_120,./data/resized_images/trainval/miniature_pinscher_120.jpg,22.0,trainval
miniature_pinscher_121,./data/resized_images/trainval/miniature_pinscher_121.jpg,22.0,trainval
miniature_pinscher_122,./data/resized_images/trainval/miniature_pinscher_122.jpg,22.0,trainval
miniature_pinscher_123,./data/resized_images/trainval/miniature_pinscher_123.jpg,22.0,trainval
miniature_pinscher_124,./data/resized_images/trainval/miniature_pinscher_124.jpg,22.0,trainval
miniature_pinscher_125,./data/resized_images/trainval/miniature_pinscher_125.jpg,22.0,trainval
miniature_pinscher_126,./data/resized_images/trainval/miniature_pinscher_126.jpg,22.0,trainval
miniature_pinscher_127,./data/resized_images/trainval/miniature_pinscher_127.jpg,22.0,trainval
miniature_pinscher_128,./data/resized_images/trainval/miniature_pinscher_128.jpg,22.0,trainval
miniature_pinscher_129,./data/resized_images/trainval/miniature_pinscher_129.jpg,22.0,trainval
miniature_pinscher_13,./data/resized_images/trainval/miniature_pinscher_13.jpg,22.0,trainval
miniature_pinscher_130,./data/resized_images/trainval/miniature_pinscher_130.jpg,22.0,trainval
miniature_pinscher_131,./data/resized_images/trainval/miniature_pinscher_131.jpg,22.0,trainval
miniature_pinscher_132,./data/resized_images/trainval/miniature_pinscher_132.jpg,22.0,trainval
miniature_pinscher_133,./data/resized_images/trainval/miniature_pinscher_133.jpg,22.0,trainval
miniature_pinscher_134,./data/resized_images/trainval/miniature_pinscher_134.jpg,22.0,trainval
miniature_pinscher_135,./data/resized_images/trainval/miniature_pinscher_135.jpg,22.0,trainval
miniature_pinscher_136,./data/resized_images/trainval/miniature_pinscher_136.jpg,22.0,trainval
miniature_pinscher_137,./data/resized_images/trainval/miniature_pinscher_137.jpg,22.0,trainval
miniature_pinscher_138,./data/resized_images/trainval/miniature_pinscher_138.jpg,22.0,trainval
miniature_pinscher_139,./data/resized_images/trainval/miniature_pinscher_139.jpg,22.0,trainval
miniature_pinscher_14,./data/resized_images/trainval/miniature_pinscher_14.jpg,22.0,trainval
miniature_pinscher_140,./data/resized_images/trainval/miniature_pinscher_140.jpg,22.0,trainval
miniature_pinscher_141,./data/resized_images/trainval/miniature_pinscher_141.jpg,22.0,trainval
miniature_pinscher_142,./data/resized_images/trainval/miniature_pinscher_142.jpg,22.0,trainval
miniature_pinscher_143,./data/resized_images/trainval/miniature_pinscher_143.jpg,22.0,trainval
miniature_pinscher_144,./data/resized_images/trainval/miniature_pinscher_144.jpg,22.0,trainval
miniature_pinscher_145,./data/resized_images/trainval/miniature_pinscher_145.jpg,22.0,trainval
miniature_pinscher_146,./data/resized_images/trainval/miniature_pinscher_146.jpg,22.0,trainval
miniature_pinscher_147,./data/resized_images/trainval/miniature_pinscher_147.jpg,22.0,trainval
miniature_pinscher_148,./data/resized_images/trainval/miniature_pinscher_148.jpg,22.0,trainval
miniature_pinscher_149,./data/resized_images/trainval/miniature_pinscher_149.jpg,22.0,trainval
miniature_pinscher_15,./data/resized_images/trainval/miniature_pinscher_15.jpg,22.0,trainval
miniature_pinscher_150,./data/resized_images/trainval/miniature_pinscher_150.jpg,22.0,trainval
miniature_pinscher_151,./data/resized_images/trainval/miniature_pinscher_151.jpg,22.0,trainval
miniature_pinscher_152,./data/resized_images/trainval/miniature_pinscher_152.jpg,22.0,trainval
miniature_pinscher_153,./data/resized_images/trainval/miniature_pinscher_153.jpg,22.0,trainval
